Grid	Japanese(Kanji)	Japanese(Kana)	Romanized Japanese	Latitude	Longitude	Classification
5139	恩馳島	おんばせじま	Onbase Jima	34°11'	139°05'	Island
6443	音別川	おんべつがわ	Onbetsu Gawa	42°53'	143°56'	River
5030	遠賀町	おんがちょう	Onga Cho	33°51'	130°40'	Municipality
5030	遠賀川	おんががわ	Onga Gawa	33°54'	130°40'	River
4829	魚貫埼	おにきざき	Oniki Zaki	32°15'	129°58'	Cape
5840	鬼首	おにこうべ	Onikobe	38°48'	140°39'	Populated area
5240	御宿町	おんじゅくまち	Onjuku Machi	35°11'	140°21'	Municipality
3927	恩納村	おんなそん	Onna Son	26°30'	127°51'	Municipality
6445	温根沼	おんねとう	Onne To	43°15'	145°31'	Lake
6645	遠音別岳	おんねべつだけ	Onnebetsu Dake	44°00'	145°01'	Mountain
5336	大野町	おおのちょう	Ono Cho	35°28'	136°38'	Municipality
6240	大野川	おおのがわ	Ono Gawa	41°49'	140°39'	River
4931	大野川	おおのがわ	Ono Gawa	33°17'	131°42'	River
5540	小野町	おのまち	Ono Machi	37°17'	140°38'	Municipality
5234	小野市	おのし	Ono Shi	34°51'	134°56'	Municipality
5336	大野市	おおのし	Ono Shi	35°59'	136°29'	Municipality
5139	大野原島（三本嶽）	おおのはらじま（さんぼんたけ）	Onohara Jima (Sanbon Take)	34°03'	139°23'	Island
5030	大野城市	おおのじょうし	Onojo Shi	33°32'	130°29'	Municipality
5133	尾道市	おのみちし	Onomichi Shi	34°25'	133°12'	Municipality
	小野津海山	おのつかいざん	Onotsu Kaizan	28°36'	131°27'	Undersea feature
5337	御嶽山	おんたけさん	Ontake San	35°54'	137°28'	Mountain
6340	大沼	おおぬま	Onuma	42°00'	140°41'	Lake
5439	邑楽町	おうらまち	Ora Machi	36°15'	139°28'	Municipality
6041	折爪岳	おりつめだけ	Oritsume Dake	40°16'	141°22'	Mountain
4731	折生迫	おりうざこ	Oriuzako	31°47'	131°28'	Populated area
5030	小呂島	おろしま	Oro Shima	33°52'	130°02'	Island
6341	オロフレ山	オロフレやま	Orofure Yama	42°34'	141°05'	Mountain
5232	大佐山	おおさやま	Osa Yama	34°45'	132°12'	Mountain
5235	大阪府	おおさかふ	Osaka Fu	34°41'	135°31'	Municipality
5235	大阪市	おおさかし	Osaka Shi	34°42'	135°30'	Municipality
5135	大阪湾	おおさかわん	Osaka Wan	34°30'	135°10'	Sea Area
5135	大阪狭山市	おおさかさやまし	Osakasayama Shi	34°30'	135°33'	Municipality
4932	大崎鼻	おおさきばな	Osaki Bana	33°19'	132°22'	Cape
4731	大崎町	おおさきちょう	Osaki Cho	31°26'	131°00'	Municipality
5740	大崎市	おおさきし	Osaki Shi	38°35'	140°57'	Municipality
5232	大崎ヶ鼻	おおさきがはな	Osakigahana	35°11'	132°25'	Cape
5132	大崎上島	おおさきかみじま	Osaki-kamijima	34°14'	132°53'	Island
5132	大崎上島町	おおさきかみじまちょう	Osakikamijima Cho	34°16'	132°55'	Municipality
5132	大崎下島	おおさきしもじま	Osaki-shimojima	34°10'	132°50'	Island
6340	長流川	おさるがわ	Osaru Gawa	42°28'	140°50'	River
5741	大郷町	おおさとちょう	Osato Cho	38°25'	141°00'	Municipality
5238	大瀬崎	おせざき	Ose Zaki	35°02'	138°47'	Cape
4828	大瀬崎	おおせざき	Ose Zaki	32°37'	128°36'	Cape
6340	長万部町	おしゃまんべちょう	Oshamanbe Cho	42°31'	140°23'	Municipality
5741	牡鹿半島	おしかはんとう	Oshika Hanto	38°22'	141°28'	Extensive natural feature
5338	大鹿村	おおしかむら	Oshika Mura	35°35'	138°02'	Municipality
4828	黄島	おうしま	Oshima	32°34'	128°54'	Island
6239	大島	おおしま	Oshima	41°31'	139°22'	Island
5239	大島	おおしま	Oshima	34°45'	139°24'	Island
5133	大島	おおしま	Oshima	34°10'	133°03'	Island
5133	大島	おおしま	Oshima	34°00'	133°22'	Island
5131	大島	おおしま	Oshima	34°30'	131°25'	Island
5035	大島	おおしま	Oshima	33°28'	135°50'	Island
5034	大島	おおしま	Oshima	33°38'	134°30'	Island
5030	大島	おおしま	Oshima	33°54'	130°25'	Island
4829	大島	おおしま	Oshima	32°11'	129°58'	Island
4731	大島	おおしま	Oshima	31°32'	131°25'	Island
4229	大島	おおしま	Oshima	28°17'	129°23'	Island
6340	渡島半島	おしまはんとう	Oshima Hanto	42°13'	140°11'	Extensive natural feature
5239	大島町	おおしままち	Oshima Machi	34°45'	139°21'	Municipality
5338	忍野村	おしのむら	Oshino Mura	35°28'	138°51'	Municipality
5333	大篠津	おおしのづ	Oshinozu	35°29'	133°15'	Populated area
	忍路海山	おしょろかいざん	Oshoro Kaizan	44°25'	139°32'	Undersea feature
5841	奥州市	おうしゅうし	Oshu Shi	39°09'	141°08'	Municipality
5132	恐羅漢山	おそらかんざん	Osorakan Zan	34°36'	132°08'	Mountain
6141	恐山	おそれやま	Osore Yama	41°19'	141°04'	Mountain
5741	大須崎	おおすざき	Osu Zaki	38°31'	141°33'	Cape
4630	大隅半島	おおすみはんとう	Osumi Hanto	31°13'	130°53'	Extensive natural feature
4630	大隅海峡	おおすみかいきょう	Osumi Kaikyo	30°55'	130°52'	Sea Area
	大隅海山	おおすみかいざん	Osumi Kaizan	27°15'	135°03'	Undersea feature
4530	大隅諸島	おおすみしょとう	Osumi Shoto	30°35'	130°35'	Extensive natural feature
4831	尾鈴山	おすずやま	Osuzu Yama	32°18'	131°26'	Mountain
5237	太田川	おおたがわ	Ota Gawa	34°40'	137°54'	River
5132	太田川	おおたがわ	Ota Gawa	34°26'	132°28'	River
5339	大田区	おおたく	Ota Ku	35°34'	139°43'	Municipality
5439	太田市	おおたし	Ota Shi	36°17'	139°23'	Municipality
5132	大竹市	おおたけし	Otake Shi	34°14'	132°13'	Municipality
5337	王滝川	おうたきがわ	Otaki Gawa	35°49'	137°41'	River
5240	大多喜町	おおたきまち	Otaki Machi	35°17'	140°15'	Municipality
5337	王滝村	おうたきむら	Otaki Mura	35°49'	137°33'	Municipality
5640	大滝根山	おおたきねやま	Otakine Yama	37°21'	140°42'	Mountain
5640	大玉村	おおたまむら	Otama Mura	37°32'	140°22'	Municipality
5537	小谷村	おたりむら	Otari Mura	36°47'	137°55'	Municipality
6441	小樽市	おたるし	Otaru Shi	43°11'	141°00'	Municipality
4929	大立島	おおたてしま	Otate Shima	33°01'	129°26'	Island
5540	大田原市	おおたわらし	Otawara Shi	36°52'	140°01'	Municipality
6748	乙知志岬	おっちしみさき	Otchishi Misaki	45°11'	148°16'	Cape
5030	大任町	おおとうまち	Oto Machi	33°37'	130°51'	Municipality
5035	大塔山	おおとうざん	Oto Zan	33°44'	135°43'	Mountain
6240	乙部町	おとべちょう	Otobe Cho	41°58'	140°08'	Municipality
6340	乙部岳	おとべだけ	Otobe Dake	42°02'	140°16'	Mountain
6443	音更町	おとふけちょう	Otofuke Cho	43°00'	143°12'	Municipality
6443	音更川	おとふけがわ	Otofuke Gawa	42°56'	143°13'	River
6742	音威子府村	おといねっぷむら	Otoineppu Mura	44°44'	142°16'	Municipality
4042	弟島	おとうとじま	Ototo Jima	27°10'	142°12'	Island
5033	大豊町	おおとよちょう	Otoyo Cho	33°46'	133°39'	Municipality
5540	大津	おおつ	Otsu	36°50'	140°48'	Populated area
5235	大津市	おおつし	Otsu Shi	35°01'	135°51'	Municipality
5941	大槌町	おおつちちょう	Otsuchi Cho	39°21'	141°54'	Municipality
4932	大月町	おおつきちょう	Otsuki Cho	32°50'	132°42'	Municipality
5338	大月市	おおつきし	Otsuki Shi	35°37'	138°56'	Municipality
6041	御月山	おつきやま	Otsuki Yama	40°02'	141°02'	Mountain
4830	大築島	おおつくしま	Otsuku Shima	32°29'	130°30'	Island
5840	奥羽山脈	おううさんみゃく	Ou Sanmyaku	39°07'	140°45'	Extensive natural feature
	オオウノアシ海山	オオウノアシかいざん	O-Unoashi Kaizan	23°36'	156°06'	Undersea feature
6040	大鰐町	おおわにまち	Owani Machi	40°31'	140°34'	Municipality
5237	尾張旭市	おわりあさひし	Owariasahi Shi	35°13'	137°02'	Municipality
5136	尾鷲市	おわせし	Owase Shi	34°04'	136°11'	Municipality
	大鷲断裂帯	おおわしだんれつたい	Owashi Danretsutai	16°42'	139°13'	Undersea feature
5537	小矢部川	おやべがわ	Oyabe Gawa	36°48'	137°04'	River
5536	小矢部市	おやべし	Oyabe Shi	36°41'	136°52'	Municipality
5839	大山	おおやま	Oyama	38°45'	139°46'	Populated area
5339	大山	おおやま	Oyama	35°26'	139°14'	Mountain
5338	小山町	おやまちょう	Oyama Cho	35°22'	138°59'	Municipality
5439	小山市	おやまし	Oyama Shi	36°19'	139°48'	Municipality
5235	大山崎町	おおやまざきちょう	Oyamazaki Cho	34°54'	135°41'	Municipality
4830	大矢野島	おおやのしま	Oyano Shima	32°36'	130°26'	Island
5135	大淀町	おおよどちょう	Oyodo Cho	34°23'	135°47'	Municipality
4731	大淀川	おおよどがわ	Oyodo Gawa	31°54'	131°28'	River
5232	大万木山	おおよろぎさん	Oyorogi San	35°05'	132°51'	Mountain
5132	小瀬川（木野川）	おぜがわ（このがわ）	Oze Gawa (Kono Gawa)	34°13'	132°15'	River
5539	尾瀬ヶ原	おぜがはら	Ozegahara	36°56'	139°14'	Extensive natural feature
6544	大空町	おおぞらちょう	Ozora Cho	43°55'	144°10'	Municipality
4930	大津町	おおづまち	Ozu Machi	32°53'	130°52'	Municipality
5032	大洲市	おおずし	Ozu Shi	33°30'	132°33'	Municipality
6141	大尽山	おおづくしやま	Ozukushi Yama	41°18'	141°04'	Mountain
3623	パイミ崎	パイミさき	Paimi Saki	24°18'	123°40'	Cape
6741	パンケ沼	パンケとう	Panke To	45°02'	141°43'	Lake
6742	パンケ山	パンケざん	Panke Zan	44°51'	142°09'	Mountain
	パレスベラ断裂帯地形区	パレスベラだんれつたいちけいく	Parece Vela Danretsutaichikeiku	17°57'	139°19'	Undersea feature
	パレスベラ海盆	パレスベラかいぼん	Parece Vela Kaibon	17°06'	138°41'	Undersea feature
	パレスベラリフト	パレスベラリフト	Parece Vela Rifuto	18°20'	139°28'	Undersea feature
6342	ペテガリ岳	ペテガリだけ	Petegari Dake	42°30'	142°52'	Mountain
6541	ピンネシリ	ピンネシリ	Pinneshiri	43°30'	142°42'	Mountain
6542	比布町	ぴっぷちょう	Pippu Cho	43°53'	142°29'	Municipality
6342	ピリガイ山	ピリガイさん	Pirigai San	42°26'	142°48'	Mountain
6342	ピリカヌプリ	ピリカヌプリ	Pirika Nupuri	42°24'	142°58'	Mountain
6642	ピッシリ山	ピッシリざん	Pisshiri Zan	44°21'	142°02'	Mountain
6642	ピヤシリ山	ピヤシリやま	Piyashiri Yama	44°26'	142°35'	Mountain
	ポルックス平頂海山	ポルックスへいちょうかいざん	Pollux Heichokaizan	25°55'	147°52'	Undersea feature
6440	本倶登山	ぽんくとさん	Ponkuto San	42°57'	140°55'	Mountain
6747	ポロノツ鼻	ポロノツはな	Poronotsu Hana	44°49'	147°06'	Cape
6742	ポロヌプリ山	ポロヌプリざん	Poronupuri Zan	44°58'	142°25'	Mountain
6442	幌尻岳	ぽろしりだけ	Poroshiri Dake	42°43'	142°41'	Mountain
6742	幌尻山	ぽろしりやま	Poroshiri Yama	45°10'	142°01'	Mountain
	雷鳥断裂帯	らいちょうだんれつたい	Raicho Danretsutai	20°37'	139°32'	Undersea feature
6440	雷電山	らいでんやま	Raiden Yama	42°54'	140°28'	Mountain
	雷神海盆	らいじんかいぼん	Raijin Kaibon	23°17'	143°32'	Undersea feature
	雷神海山	らいじんかいざん	Raijin Kaizan	23°42'	143°18'	Undersea feature
6848	ラッキベツ岬	ラッキベツみさき	Rakkibetsu Misaki	45°31'	148°54'	Cape
6343	楽古岳	らっこだけ	Rakko Dake	42°16'	143°07'	Mountain
	ラマポー堆	ラマポーたい	Ramapo Tai	27°10'	145°10'	Undersea feature
6440	蘭越町	らんこしちょう	Rankoshi Cho	42°49'	140°32'	Municipality
5439	嵐山町	らんざんまち	Ranzan Machi	36°03'	139°19'	Municipality
	ラサ海嶺	ラサかいれい	Rasa Kairei	21°43'	130°43'	Undersea feature
	ラサ海山	ラサかいざん	Rasa Kaizan	21°22'	131°10'	Undersea feature
6645	羅臼町	らうすちょう	Rausu Cho	44°01'	145°11'	Municipality
6645	羅臼岳	らうすだけ	Rausu Dake	44°05'	145°07'	Mountain
6545	羅臼崎	らうすさき	Rausu Saki	43°56'	145°47'	Cape
6545	羅臼山	らうすやま	Rausu Yama	43°59'	145°44'	Mountain
6741	礼文町	れぶんちょう	Rebun Cho	45°18'	141°03'	Municipality
6741	礼文水道	れぶんすいどう	Rebun Suido	45°15'	141°06'	Sea Area
6841	礼文島	れぶんとう	Rebun To	45°21'	141°02'	Island
6340	礼文華峠	れぶんげとうげ	Rebunge Toge	42°36'	140°33'	Pass
4830	苓北町	れいほくまち	Reihoku Machi	32°31'	130°03'	Municipality
6343	歴舟川	れきふねがわ	Rekifune Gawa	42°27'	143°25'	River
	連星海山	れんせいかいざん	Rensei Kaizan	25°19'	135°10'	Undersea feature
5740	利府町	りふちょう	Rifu Cho	38°20'	140°59'	Municipality
	立夏海山	りっかかいざん	Rikka Kaizan	22°41'	142°28'	Undersea feature
6543	陸別町	りくべつちょう	Rikubetsu Cho	43°28'	143°45'	Municipality
5841	陸前高田市	りくぜんたかたし	Rikuzentakata Shi	39°02'	141°38'	Municipality
6741	利尻町	りしりちょう	Rishiri Cho	45°11'	141°08'	Municipality
6741	利尻水道	りしりすいどう	Rishiri Suido	45°11'	141°26'	Sea Area
6741	利尻島	りしりとう	Rishiri To	45°10'	141°14'	Island
6741	利尻山	りしりざん	Rishiri Zan	45°11'	141°14'	Mountain
6741	利尻富士町	りしりふじちょう	Rishirifuji Cho	45°15'	141°13'	Municipality
	立秋海山	りっしゅうかいざん	Risshu Kaizan	22°18'	142°12'	Undersea feature
	立冬海山	りっとうかいざん	Ritto Kaizan	21°47'	142°02'	Undersea feature
5236	栗東市	りっとうし	Ritto Shi	35°01'	136°00'	Municipality
6141	六ケ所村	ろっかしょむら	Rokkasho Mura	40°58'	141°22'	Municipality
5235	六甲山	ろっこうさん	Rokko San	34°47'	135°16'	Mountain
6041	六戸町	ろくのへまち	Rokunohe Machi	40°37'	141°19'	Municipality
6747	留別村	るべつむら	Rubetsu Mura	45°05'	147°41'	Municipality
6747	留別湾	るべつわん	Rubetsu Wan	45°06'	147°38'	Sea Area
	ルカン海嶺	ルカンかいれい	Rukan Kairei	23°50'	126°58'	Undersea feature
6541	留萌川	るもいがわ	Rumoi Gawa	43°57'	141°39'	River
6541	留萌市	るもいし	Rumoi Shi	43°56'	141°38'	Municipality
6646	ルルイ岳	ルルイだけ	Rurui Dake	44°27'	146°08'	Mountain
6646	ルルイ岬	ルルイみさき	Rurui Misaki	44°31'	146°10'	Cape
6440	留寿都村	るすつむら	Rusutsu Mura	42°44'	140°53'	Municipality
6646	留夜別村	るやべつむら	Ruyabetsu Mura	44°16'	146°10'	Municipality
5640	霊山	りょうぜん	Ryo Zen	37°46'	140°41'	Mountain
	凌風海山	りょうふうかいざん	Ryofu Kaizan	38°00'	146°00'	Undersea feature
	凌風第２海山	りょうふうだいにかいざん	Ryofu-Daini Kaizan	40°38'	146°52'	Undersea feature
5436	両白山地	りょうはくさんち	Ryohaku Sanchi	36°07'	136°46'	Extensive natural feature
5438	両神山	りょうかみさん	Ryokami San	36°01'	138°50'	Mountain
5841	綾里埼	りょうりざき	Ryori Zaki	39°02'	141°51'	Cape
5738	両津湾	りょうつわん	Ryotsu Wan	38°06'	138°29'	Sea Area
5236	霊仙山	りょうぜんざん	Ryozen Zan	35°17'	136°23'	Mountain
5236	竜ヶ岳	りゅうがだけ	Ryugadake	35°07'	136°27'	Mountain
5340	龍ケ崎市	りゅうがさきし	Ryugasaki Shi	35°55'	140°11'	Municipality
4830	龍ヶ岳	りゅうがたけ	Ryugatake	32°24'	130°24'	Populated area
3724	琉球諸島	りゅうきゅうしょとう	Ryukyu Shoto	24°52'	124°23'	Extensive natural feature
	龍之介海山	りゅうのすけかいざん	Ryunosuke Kaizan	22°05'	126°41'	Undersea feature
5236	竜王町	りゅうおうちょう	Ryuo Cho	35°04'	136°07'	Municipality
	流星海山	りゅうせいかいざん	Ryusei Kaizan	25°33'	135°36'	Undersea feature
5238	竜爪山	りゅうそうざん	Ryuso Zan	35°05'	138°24'	Mountain
5131	佐波川	さばがわ	Saba Gawa	34°02'	131°29'	River
5336	鯖江市	さばえし	Sabae Shi	35°57'	136°11'	Municipality
5638	鯖石川	さばいしがわ	Sabaishi Gawa	37°23'	138°34'	River
5538	佐武流山	さぶりゅうやま	Saburyu Yama	36°46'	138°40'	Mountain
5032	佐田岬	さだみさき	Sada Misaki	33°21'	132°01'	Cape
5032	佐田岬半島	さだみさきはんとう	Sadamisaki Hanto	33°28'	132°10'	Extensive natural feature
5638	佐渡海峡	さどかいきょう	Sado Kaikyo	37°52'	138°39'	Sea Area
	佐渡海嶺	さどかいれい	Sado Kairei	38°50'	138°45'	Undersea feature
5738	佐渡市	さどし	Sado Shi	38°01'	138°22'	Municipality
5738	佐渡島	さどしま	Sado Shima	38°02'	138°23'	Island
4930	佐賀県	さがけん	Saga Ken	33°15'	130°18'	Municipality
4930	佐賀市	さがし	Saga Shi	33°16'	130°18'	Municipality
5740	寒河江市	さがえし	Sagae Shi	38°23'	140°17'	Municipality
5239	相模川	さがみがわ	Sagami Gawa	35°19'	139°22'	River
5239	相模灘	さがみなだ	Sagami Nada	34°50'	139°13'	Sea Area
5239	相模舟状海盆	さがみしゅうじょうかいぼん	Sagami Shujokaibon	34°52'	139°31'	Undersea feature
5239	相模湾	さがみわん	Sagami Wan	35°12'	139°24'	Sea Area
5339	相模原市	さがみはらし	Sagamihara Shi	35°34'	139°22'	Municipality
4928	嵯峨ノ島	さがのしま	Saganoshima	32°43'	128°36'	Island
4830	相良村	さがらむら	Sagara Mura	32°14'	130°48'	Municipality
6442	佐幌川	さほろがわ	Sahoro Gawa	42°59'	142°57'	River
5438	犀川	さいがわ	Sai Gawa	36°38'	138°15'	River
5436	犀川	さいがわ	Sai Gawa	36°36'	136°35'	River
6240	佐井村	さいむら	Sai Mura	41°26'	140°52'	Municipality
5134	西大寺	さいだいじ	Saidaiji	34°39'	134°02'	Populated area
5232	西城川	さいじょうがわ	Saijo Gawa	34°48'	132°51'	River
5033	西条市	さいじょうし	Saijo Shi	33°55'	133°11'	Municipality
4929	西海市	さいかいし	Saikai Shi	32°56'	129°39'	Municipality
